Employee ID,Training Program Name,Training Date,Training Duration,training_hours,Training Type,Training Outcome,Department,Job Title,Supervisor,Location,Trainer,Training Cost
1011,Power BI,2022-11-06,1,8,External,Passed,Finance,Representative,Carl Clark,South Davidbury,William Gonzalez,113.65
1515,Customer Service,2022-10-30,1,8,Internal,Incomplete,Sales,Specialist,William Miller,Nguyenchester,Victoria Thompson,636.23
1865,Development,2023-08-13,5,40,Internal,Passed,Marketing,Engineer,Brenda Fox,Leeville,Ethan Kline,772.77
2121,"Work,Health & Safety",2023-07-22,1,8,External,Passed,Operations,Engineer,Paula Berry,Blakefort,John Green,224.41
1968,Email Management,2022-12-05,5,40,Internal,Incomplete,Operations,Manager,Richard Castillo,Melissabury,Joseph Wright,409.59
2339,Product Training,2022-10-15,5,40,Internal,Passed,Marketing,Manager,John Martinez,Valenzuelaborough,Heather Campos,343.19
2231,Project Management,2023-09-15,2,16,External,Completed,Operations,Specialist,Phyllis Gill,Costaborough,Tracy Cook,125.64
2098,Project Management,2023-05-02,5,40,Internal,Incomplete,HR,Specialist,Michelle Weaver,Wilsonshire,William Alvarez,870.29
2470,Leadership Development,2023-08-11,2,16,External,Passed,Finance,Representative,Elizabeth Lewis,Johnview,Mark Bryant,918.1
2283,Project Management,2023-07-26,5,40,External,Passed,IT,Specialist,Raymond Mercado,Tonyatown,Amanda Duncan,116.47
2067,Product Training,2023-06-17,4,32,External,Completed,Operations,Analyst,Christina Williams,Port Robertville,Deborah Ortiz,837.44
1041,Development,2023-08-18,1,8,External,Failed,Finance,Specialist,Christina Hayes,Alexandratown,Jennifer Summers,841.81
1714,Leadership Development,2023-08-02,5,40,Internal,Failed,HR,Analyst,Anna Barber,Melissafort,Joanna Stevenson,515.74
2885,Leadership Development,2022-10-21,5,40,External,Passed,Operations,Manager,Margaret Delgado,Summersfort,Bill Lopez,503.22
2452,Customer Service,2023-05-01,3,24,Internal,Passed,Sales,Representative,Jay Perez,Greenton,Mary Moore,879.28
1251,Communication Skills,2023-08-05,5,40,Internal,Failed,Marketing,Specialist,Cameron Bennett,Garystad,Ronald Hale,396.09
1741,Project Management,2023-08-02,3,24,Internal,Incomplete,Operations,Representative,Maurice Smith,Port Jacob,Joshua Adams,498.96
1252,Technical Skills,2023-08-13,3,24,Internal,Incomplete,Sales,Engineer,Nicole Henderson,East Brittany,Lauren Hodges,601.65
1429,Product Training,2023-02-26,5,40,Internal,Passed,HR,Engineer,Krystal Thornton,New Raymond,Janice Moran,658.56
2014,Leadership Development,2023-06-20,5,40,External,Failed,Marketing,Manager,Jaime Cabrera,East Aaron,Luis Farrell,815.49
2830,Project Management,2022-12-28,4,32,External,Failed,Finance,Analyst,Brandi Boyd,East Ronald,Jessica Hammond,513.26
2065,Product Training,2023-01-10,4,32,External,Passed,Finance,Manager,Scott Austin,Larsenburgh,Carmen Johnson,495.61
2426,Project Management,2022-12-21,1,8,Internal,Completed,Finance,Manager,Brian Johnson,East Nicolas,John Strickland,269.46
1463,Communication Skills,2022-11-04,3,24,External,Incomplete,Operations,Engineer,David Dixon,New Stephaniefort,Shaun Cooper,357.23
1575,Data Visualization Training,2023-09-03,2,16,External,Passed,Finance,Manager,Alan Warren,North Spencer,Chad Bryant,156.1
1671,Product Training,2023-08-10,3,24,External,Incomplete,Sales,Analyst,Randall Burns,Calebview,Alicia Woods,105.25
2980,Email Management,2023-02-02,4,32,Internal,Incomplete,Operations,Analyst,Gary Ryan,Port Patricialand,Leslie Barajas,227.78
2407,Email Management,2023-04-29,5,40,External,Passed,IT,Engineer,David Ritter,North Markmouth,Mr. Brian Burns IV,844.85
1287,Technical Skills,2023-01-19,1,8,Internal,Completed,Finance,Engineer,Kathleen Patel,Carneymouth,Brandi Walter,864.29
1808,Project Management,2022-11-27,4,32,Internal,Passed,IT,Representative,Sierra Robbins,New Martinberg,Erica Curry,678.4
1272,Technical Skills,2023-02-25,5,40,External,Incomplete,HR,Representative,Mr. William Brown,West Jennifer,Barry Montes,821.53
1447,Conflict Management,2023-09-29,4,32,Internal,Passed,HR,Representative,Jacqueline Perez,South Gregory,Beth Adams,980.3
1412,Conflict Management,2022-12-13,2,16,External,Incomplete,Sales,Specialist,Evan Elliott,East Katherinefurt,Margaret Love,267.7
2708,Communication Skills,2023-03-16,1,8,Internal,Completed,Operations,Engineer,Jacqueline Thomas,Cuevaschester,Tracy Houston,467.78
2986,Technical Skills,2023-05-01,2,16,External,Completed,Marketing,Engineer,Holly Robertson,East Jeremyshire,Frank Bennett,703.4
2742,Data Visualization Training,2023-03-12,3,24,External,Completed,Sales,Representative,Curtis Cobb,West Richard,Alyssa Cross,259.68
2194,Customer Service,2022-10-05,4,32,External,Incomplete,IT,Manager,Travis Brennan,South Tonychester,Stephanie Lara,376.62
1711,Technical Skills,2022-11-24,1,8,Internal,Incomplete,Marketing,Specialist,Brittany Roy,North Kenneth,Jasmine Williams,125.38
1773,Advanced Presentation Skills,2023-01-18,1,8,Internal,Failed,IT,Manager,Timothy Allen,North Julian,Andrew Gray,312.97
1319,Conflict Management,2023-04-06,5,40,Internal,Passed,IT,Analyst,Aaron King,Port Andrewfort,Michael Esparza DDS,859.56
2837,Power BI,2023-01-13,3,24,Internal,Incomplete,Sales,Specialist,Joseph Williams,South Donaldhaven,Brandy Lloyd,850.91
1657,Data Visualization Training,2022-12-09,3,24,Internal,Failed,IT,Manager,Ryan Williams,Jessicafort,Alexandra Beck,383.42
2599,Leadership Development,2023-04-14,4,32,External,Passed,Marketing,Engineer,Helen Smith DDS,New Kathrynbury,Stephen Sanchez,963.46
2311,Conflict Management,2023-04-07,5,40,Internal,Failed,Operations,Manager,Leslie Harris,North Kaitlinchester,Crystal Cook,426.03
2234,Customer Service,2023-05-29,1,8,Internal,Incomplete,Operations,Manager,Kenneth Diaz,New Joseton,Richard Ramsey,208.59
2210,Conflict Management,2022-10-12,4,32,Internal,Failed,Marketing,Specialist,Charles Arellano MD,Port Rebeccaberg,Maria Russell,200.34
1634,Communication Skills,2023-09-14,5,40,External,Passed,Operations,Representative,Grace Mcdaniel,Michaelmouth,Misty Mendoza,405.55
1895,Customer Service,2023-08-31,2,16,Internal,Incomplete,Finance,Manager,Stephanie Bradshaw,Fisherchester,Leah James,112.6
1298,Technical Skills,2023-05-15,1,8,Internal,Incomplete,Sales,Manager,Robert Kelly,New Stephaniefurt,Robert Spencer,140.0
2889,Email Management,2023-07-17,2,16,External,Failed,Operations,Representative,Angela Rodriguez,West Joseph,Erica Jackson,290.6
1791,Development,2023-02-19,1,8,Internal,Passed,IT,Specialist,Christopher Allen,Hallshire,James Glover,537.17
2198,Power BI,2023-01-01,3,24,External,Completed,Marketing,Representative,Scott Petty,Lake Brandonside,Catherine Jones,623.19
2217,Email Management,2022-10-22,4,32,External,Passed,HR,Specialist,Megan Arnold,Comptonmouth,Erin Ross,803.73
2318,Customer Service,2022-10-14,5,40,External,Passed,Finance,Manager,Scott Sandoval,East David,Ashley Ware,901.23
2081,Power BI,2022-12-14,5,40,External,Passed,Operations,Manager,Phillip Thompson,Nixonborough,Amy Hudson,678.35
2961,Customer Service,2022-12-30,1,8,Internal,Failed,IT,Analyst,Felicia Wright,New Rebecca,Colton Shannon,694.87
1520,Data Visualization Training,2023-09-08,5,40,External,Failed,Marketing,Specialist,Gabriella Mayer,Kellyburgh,Amy Franklin,998.44
1594,Conflict Management,2022-12-11,4,32,External,Passed,Sales,Specialist,Danielle Evans,Floresside,Jane Young MD,833.47
2193,Customer Service,2023-08-16,3,24,External,Incomplete,Marketing,Representative,Terry Dougherty,Tiffanyfort,Philip Green,496.25
2329,Communication Skills,2023-07-17,1,8,Internal,Failed,Marketing,Analyst,David Sanders,Lake Brian,Brandi Sandoval,326.62
2559,Email Management,2023-05-31,3,24,Internal,Failed,Finance,Engineer,Jason Cox,East Andresville,Mr. Steven Parker DVM,862.11
2564,Communication Skills,2022-10-04,3,24,External,Incomplete,IT,Manager,Cameron Jenkins,New Tylerburgh,John Stephenson,865.56
1347,Leadership Development,2023-01-15,3,24,External,Completed,Sales,Analyst,Ann Peters,Wellsshire,Sabrina Fox,444.13
2161,Email Management,2023-09-04,5,40,Internal,Completed,HR,Representative,Sean White,North Michaelview,Jacob Gardner,422.9
1678,Technical Skills,2022-12-28,1,8,External,Incomplete,Finance,Representative,David Gonzalez,Booneburgh,Christopher Ward,404.57
1603,Advanced Presentation Skills,2023-05-04,5,40,External,Failed,Marketing,Analyst,Stephanie Carroll,Colinview,Jose Moyer,155.81
2308,Customer Service,2023-04-12,4,32,Internal,Incomplete,HR,Specialist,Catherine Turner,Lake Julie,Lori Hill,658.59
2802,Power BI,2023-07-29,5,40,External,Incomplete,IT,Manager,Brooke Black,West Joyceport,Jennifer Stewart,713.16
1619,Customer Service,2023-03-07,4,32,Internal,Incomplete,IT,Analyst,Cynthia Martin,Caitlintown,Jeffery Rodriguez,956.58
1893,Product Training,2023-09-22,2,16,External,Passed,Sales,Engineer,Benjamin Vazquez,Beltranbury,Richard Sullivan,825.71
1422,Communication Skills,2022-10-22,3,24,External,Failed,Operations,Representative,Stephanie Wang,Yolandaton,Steven Hebert,734.86
2793,Advanced Presentation Skills,2022-11-10,5,40,Internal,Passed,Finance,Specialist,Jennifer Marks,Deborahmouth,Christopher Jones,653.74
1078,"Work,Health & Safety",2023-06-19,3,24,External,Passed,Operations,Engineer,Cody Schmitt,Port Haileytown,Jacob Gilmore,945.85
1546,Customer Service,2022-10-25,2,16,External,Passed,HR,Engineer,Charles Palmer,New Brendanland,Gabriella Trujillo,890.5
2462,Development,2023-05-16,2,16,External,Failed,Marketing,Specialist,Amy Anthony,West Aaronton,David Anthony PhD,601.32
2555,Customer Service,2023-03-16,3,24,Internal,Incomplete,Finance,Representative,John Harris,Debraland,David Sanders,536.97
2504,Conflict Management,2023-06-14,5,40,Internal,Incomplete,Marketing,Specialist,Marcus Mendez,New Michaela,Rebekah Martin,721.18
2487,"Work,Health & Safety",2022-12-29,1,8,External,Failed,Marketing,Specialist,Alexandra Hale,Steventon,Sandra Campos,651.69
1618,Power BI,2023-06-12,2,16,External,Completed,Sales,Analyst,Jose Waters,West Christopher,Curtis Campbell,520.49
2533,Development,2023-01-03,2,16,Internal,Completed,Finance,Representative,Diane Solis,Mcbrideton,Suzanne Newman,341.61
1071,"Work,Health & Safety",2022-12-26,4,32,Internal,Completed,HR,Representative,Miguel Cobb,Andrewstad,Thomas Gomez,934.58
1651,"Work,Health & Safety",2022-12-27,4,32,External,Completed,Finance,Specialist,Jeffrey Davis,West Laurie,James Willis,968.52
2116,Product Training,2022-10-25,4,32,Internal,Incomplete,HR,Specialist,Kenneth Garcia,Gutierrezmouth,Alexis Campbell,431.71
1158,Leadership Development,2023-09-13,2,16,Internal,Passed,Operations,Analyst,Shane Lang,Ricefort,Dr. Olivia Green,979.22
1041,Customer Service,2022-11-23,3,24,Internal,Incomplete,Marketing,Specialist,Michelle Bell,Lake Charlesshire,Frank Parker,856.88
2016,Project Management,2022-12-28,5,40,External,Completed,Operations,Analyst,Paul Hernandez,Johnsonchester,Johnny Woods,865.94
1110,Communication Skills,2023-01-12,2,16,External,Passed,Operations,Specialist,Kevin Ramirez,West Dakotachester,Shannon Webb,108.83
1748,Leadership Development,2023-04-18,5,40,Internal,Passed,Finance,Engineer,Courtney Preston,Lake Lisaborough,Mercedes Guzman,525.73
2551,Product Training,2023-09-01,2,16,Internal,Failed,Marketing,Specialist,Susan Lynch,Lake Robert,Kimberly Padilla,206.83
1219,Conflict Management,2023-04-08,1,8,External,Passed,IT,Specialist,Benjamin Walters,West Christine,Kayla Berry MD,523.91
2858,Technical Skills,2022-10-26,1,8,Internal,Passed,Sales,Specialist,Breanna Murphy,Port Cassandra,Joseph Webb,766.7
2472,Project Management,2023-03-17,4,32,External,Incomplete,IT,Engineer,Sean Higgins,East Tonya,Jessica Clark,273.59
1628,Product Training,2023-03-15,5,40,External,Passed,Sales,Specialist,Chad Wood,North Emilyfort,Joshua Greene,895.88
1824,Customer Service,2023-04-14,1,8,Internal,Incomplete,HR,Analyst,Troy Ross,North Arielmouth,Elaine Gilbert,724.69
2058,Email Management,2023-08-30,2,16,External,Passed,Sales,Analyst,Grant Shaw,Eugenefort,Jacob Reese,448.72
1775,Technical Skills,2022-11-15,5,40,Internal,Completed,HR,Manager,Joseph Garcia,Lake Carlos,Lydia Martin,367.89
2579,Conflict Management,2023-03-12,3,24,Internal,Passed,Operations,Representative,Ashley Mann,Port Maryshire,Katelyn Reid,463.84
1760,Product Training,2022-10-14,3,24,External,Incomplete,Operations,Engineer,Laura Vasquez,Richardside,Anita Gutierrez,692.0
1804,"Work,Health & Safety",2023-02-13,3,24,Internal,Completed,Marketing,Analyst,Sara Williams,Franklinberg,David Davis,954.77
1219,Data Visualization Training,2023-02-10,5,40,Internal,Completed,Marketing,Representative,John English,North Davidfort,Christopher Ortiz,276.71
1064,Advanced Presentation Skills,2022-11-19,2,16,External,Incomplete,Marketing,Manager,Ryan Juarez,Schmidtton,Jennifer Knight,945.64
1367,Power BI,2023-04-11,3,24,External,Failed,Sales,Specialist,John Moran,Stevenstad,Mrs. Christine Newman,916.43
1696,"Work,Health & Safety",2023-09-04,1,8,External,Passed,Marketing,Manager,Sarah Ellis,Nguyenhaven,Charlotte Lopez,435.74
2829,Communication Skills,2023-08-22,4,32,External,Passed,Marketing,Engineer,James Davis,Latoyastad,Ricardo Wright MD,697.06
1688,Power BI,2023-07-24,3,24,Internal,Incomplete,Finance,Specialist,George Parks,South Jenniferview,Eric Wilson,688.97
1503,Conflict Management,2023-08-19,5,40,External,Incomplete,Marketing,Engineer,Tracie Silva,Port Darryl,Diana Beck,160.38
1906,Email Management,2023-07-24,4,32,External,Passed,Sales,Representative,Ruth Perez,West Justin,Stephen Fry,636.92
1586,"Work,Health & Safety",2022-10-03,2,16,External,Incomplete,Sales,Engineer,Jennifer Hines,East Marisachester,Christopher Coleman,676.65
1031,Email Management,2023-03-04,5,40,External,Completed,Sales,Analyst,Melanie Ayala,Bobbyville,Richard Wilson,699.76
1455,Conflict Management,2022-12-31,2,16,External,Incomplete,Operations,Engineer,David Bell,Taylortown,Peter Vargas,436.17
1471,Project Management,2023-01-30,5,40,Internal,Failed,Operations,Representative,Jeffrey Smith,Yangmouth,Jocelyn Nichols,741.71
2812,Email Management,2023-07-04,2,16,External,Incomplete,Sales,Manager,Edward Gonzalez,South Stevenfort,Sarah Harris,432.76
1499,Power BI,2023-03-21,3,24,External,Incomplete,IT,Analyst,Amanda Simmons,Oconnormouth,Mia Best,815.99
2342,Power BI,2023-01-04,1,8,External,Passed,HR,Specialist,Anna Bishop,New Sabrinaport,Christopher Stewart,421.57
1912,"Work,Health & Safety",2023-01-04,3,24,Internal,Incomplete,HR,Engineer,Patty Norman,Lopezside,Anthony Wallace,914.32
1277,Email Management,2022-10-06,5,40,Internal,Incomplete,Sales,Manager,Peter Mendez,Port Brenda,David Smith,917.18
1383,Email Management,2023-04-20,3,24,Internal,Passed,Finance,Engineer,Sophia Snow,Davidchester,Ashley Soto,763.4
2746,Technical Skills,2023-04-16,4,32,Internal,Failed,HR,Engineer,Michael Cooley,East Natalie,Susan Johnson,784.65
1716,Email Management,2022-12-31,4,32,External,Failed,Finance,Analyst,Barry Martin,Rogerschester,William Gutierrez,589.39
1765,Data Visualization Training,2023-09-11,5,40,External,Completed,Marketing,Engineer,Shane Aguirre,Grantburgh,Carla Hunt,682.31
2336,Customer Service,2023-04-23,3,24,External,Failed,Sales,Manager,Aaron Jackson,South Joshua,Mark Cruz,165.69
2100,Communication Skills,2023-08-24,1,8,External,Passed,Marketing,Specialist,Ronald Coleman,Davidshire,Daniel Ray,429.54
1387,Technical Skills,2023-02-02,4,32,Internal,Failed,Operations,Representative,Karen Thompson,Luisborough,Anthony Webb,223.76
2692,Conflict Management,2023-09-18,2,16,Internal,Completed,Finance,Analyst,James Wiley,Lake Regina,Michelle Wall,382.34
1085,Power BI,2022-11-01,5,40,External,Passed,HR,Analyst,Karen Carter,Port Darrell,Maria Brown,276.32
1734,Communication Skills,2023-09-21,2,16,External,Completed,Sales,Manager,William Garcia,North Sabrina,Brandy Blanchard,584.01
2371,Customer Service,2023-04-03,2,16,Internal,Failed,Sales,Manager,Johnathan Hampton,East Amberland,Jody Rose,171.84
1020,Advanced Presentation Skills,2022-11-09,3,24,External,Completed,HR,Representative,Rebecca Cuevas,West Yesenia,Anthony Anderson,783.04
2635,Communication Skills,2022-12-23,2,16,External,Passed,Finance,Engineer,Teresa Wright,West Virginia,Angela Johnson,215.15
1487,Communication Skills,2023-02-03,3,24,Internal,Passed,IT,Analyst,Timothy Robbins,Romerohaven,Edwin Brooks,380.08
2700,Leadership Development,2022-11-13,3,24,Internal,Incomplete,Sales,Manager,Felicia Gallagher,Angelaton,Michael Butler,707.97
2300,Customer Service,2023-07-06,1,8,External,Incomplete,Marketing,Manager,Timothy Jennings,Michelemouth,Cheryl Martinez,581.4
2964,Data Visualization Training,2023-02-02,2,16,Internal,Completed,Finance,Engineer,Antonio Pope,Juliaview,Megan Hoffman DVM,782.04
2354,Advanced Presentation Skills,2022-12-05,4,32,External,Completed,Finance,Specialist,Sonya Owens,East Aliciaberg,Shannon Wilson,204.39
1539,"Work,Health & Safety",2023-09-09,3,24,External,Passed,Marketing,Manager,Tommy Gallagher,Lake Shannonmouth,Robert Richardson,691.17
2079,Data Visualization Training,2023-01-10,1,8,External,Passed,Finance,Analyst,Michael Robinson,Darrelltown,Carol Mcdonald,983.04
2391,Project Management,2022-12-10,1,8,Internal,Failed,HR,Manager,Lori Horn,North Laura,Jeffery Johnson,103.96
1171,Power BI,2023-05-19,5,40,External,Completed,Finance,Manager,Brad Owen,New George,Brian Gates,991.82
2023,Product Training,2022-10-31,2,16,Internal,Completed,HR,Analyst,Taylor Gutierrez,Johnstonview,Courtney Padilla,362.83
2763,Conflict Management,2023-01-05,5,40,External,Passed,HR,Specialist,James Holmes,East James,Nicholas Hebert,468.25
1753,Development,2023-09-07,3,24,Internal,Passed,Sales,Manager,Shane Smith,North Bruce,Thomas Jimenez,811.52
1165,Communication Skills,2023-09-15,4,32,Internal,Failed,IT,Representative,Trevor Callahan,East Jonathanburgh,Timothy Fuentes,687.63
1394,Email Management,2023-03-19,3,24,Internal,Incomplete,IT,Engineer,Jessica Mullen,Lake Kevin,Brenda Arnold,741.26
2403,Power BI,2022-12-22,1,8,External,Passed,HR,Analyst,Cheryl Brown,Rodriguezfort,Henry Copeland,807.3
2362,Project Management,2023-02-22,3,24,Internal,Incomplete,HR,Specialist,Billy Nelson,Wisestad,Brenda Rodriguez,458.6
1366,Technical Skills,2023-03-23,4,32,Internal,Passed,IT,Engineer,Christopher Kelley,Amandachester,Jessica Rosales,116.6
1940,Conflict Management,2023-08-28,1,8,Internal,Incomplete,HR,Analyst,Tina Peterson,Port Jason,Jamie Williams,668.04
2523,Power BI,2022-12-08,5,40,External,Incomplete,Sales,Manager,Joel Burns,Lake Katie,Joshua Hatfield,796.6
2526,Project Management,2023-07-23,5,40,Internal,Passed,Finance,Specialist,Kayla Rowe,New Jonathon,Wanda Gonzales,912.65
2866,Data Visualization Training,2022-12-22,5,40,Internal,Failed,IT,Analyst,Joseph Yang MD,Potterport,Katelyn House,351.99
1232,Email Management,2023-06-01,1,8,External,Failed,IT,Representative,Daniel Mcfarland,Glennchester,Travis Hartman,185.05
1072,Power BI,2023-04-27,4,32,Internal,Failed,HR,Representative,Tara Aguilar,Tonyatown,Jill Rich,323.73
2810,Email Management,2022-10-12,4,32,External,Failed,HR,Specialist,Stephanie Parker,Taylorbury,Susan Martinez,628.27
1821,Leadership Development,2023-09-17,1,8,Internal,Incomplete,Finance,Engineer,Steven Wallace,Ryanberg,Heather Tran,988.53
2170,Data Visualization Training,2023-02-13,5,40,External,Passed,IT,Engineer,Dr. James Briggs,North Luketown,Kimberly Shields,108.42
1421,Project Management,2022-12-14,5,40,External,Passed,Marketing,Analyst,Jordan Christensen,East Xavierberg,Chelsea Fuentes,343.62
2526,Product Training,2022-10-29,1,8,External,Passed,Operations,Specialist,Christine Roberts,Lake Cindyburgh,Kimberly Estes,829.3
2507,Leadership Development,2023-09-01,4,32,Internal,Incomplete,Finance,Manager,Eric Davis,Bobbyview,Dana Henderson,979.25
2236,Data Visualization Training,2023-04-20,5,40,External,Passed,Finance,Manager,Shawn Mcdonald,Robertoshire,Charles Serrano,800.23
2795,Project Management,2023-07-23,3,24,External,Completed,HR,Manager,Angela Vasquez,South Marissaside,Jeffrey Bailey,102.28
1252,Technical Skills,2022-12-16,5,40,External,Failed,IT,Manager,Lori Myers,Tylerbury,James Gregory,827.35
2253,Technical Skills,2023-08-17,3,24,External,Incomplete,Sales,Manager,Michelle Patrick,Rebeccaburgh,Craig Romero,741.0
1164,"Work,Health & Safety",2023-06-08,5,40,Internal,Incomplete,Operations,Specialist,Tyler Nelson,Thomasborough,John Molina,896.11
1796,Power BI,2023-09-01,3,24,Internal,Failed,Operations,Engineer,Lori Hughes,Lefort,Rachel Wood,286.58
2082,Product Training,2023-05-04,2,16,External,Passed,Finance,Representative,Leah Rivera,West Charlesberg,Nathan Reyes,856.07
1328,Communication Skills,2023-03-11,3,24,Internal,Failed,Sales,Engineer,Justin Brown,Port Sara,Elizabeth Gray,385.14
1049,Product Training,2022-12-22,5,40,Internal,Passed,Operations,Representative,Mr. Angel Osborn,Matthewchester,Stacy Mckenzie,623.5
1238,"Work,Health & Safety",2023-08-27,3,24,Internal,Incomplete,Marketing,Manager,Jake Bautista,South Julie,Jennifer Farmer,584.61
2494,Product Training,2022-11-25,3,24,External,Passed,Sales,Engineer,Randy Marshall,East Briannaburgh,Ashley Greene,640.89
2099,Technical Skills,2023-08-03,2,16,Internal,Completed,Marketing,Specialist,Stephanie Graham,Veronicaberg,Joan Gonzales,714.3
2038,"Work,Health & Safety",2023-01-06,1,8,Internal,Failed,Sales,Manager,Crystal Coleman,Lake Brandonshire,Austin Dixon,660.5
1320,Project Management,2023-09-13,1,8,Internal,Failed,IT,Specialist,Rachel Chan,Yatesstad,Jeremy Roy,180.51
2627,Data Visualization Training,2023-02-15,5,40,Internal,Completed,Sales,Specialist,Rhonda Barnett,East Debramouth,Arthur Smith,561.43
1272,Customer Service,2022-10-02,3,24,External,Failed,HR,Engineer,Christopher Mcdonald,South Michaeltown,Daniel Marshall,410.9
1773,Conflict Management,2023-05-17,2,16,Internal,Failed,Marketing,Analyst,Hannah Jones,East Corey,Frederick Hawkins,251.72
2011,Product Training,2023-01-18,1,8,External,Passed,IT,Specialist,Lindsey Crawford,Freemanton,Stephanie Pham,343.38
1699,Development,2022-12-30,4,32,External,Failed,HR,Engineer,Janet Lamb,Danielfort,Jeffery Thornton,800.16
2294,Conflict Management,2022-10-31,4,32,Internal,Completed,Operations,Engineer,Anthony Mcdonald,Lake Karen,Jesse Mayo,871.63
2352,Project Management,2023-04-03,5,40,External,Passed,Operations,Engineer,Jermaine Jones,West Haroldport,Gregory Smith,380.43
2985,"Work,Health & Safety",2023-09-18,4,32,External,Completed,HR,Analyst,Jill Estrada,Port Rebecca,Alyssa Donovan,828.43
2189,Communication Skills,2023-05-13,4,32,Internal,Passed,Marketing,Manager,James Rush,East Robertstad,Charles Briggs,220.97
2491,Data Visualization Training,2023-06-21,3,24,Internal,Completed,Sales,Representative,Brittney Ferguson,Debbieview,Rebecca Bates,629.07
2498,Development,2023-07-05,1,8,Internal,Incomplete,Marketing,Specialist,Jennifer Jones,East Lisa,Erin Simon,492.17
2098,Customer Service,2023-06-14,4,32,External,Incomplete,Finance,Engineer,Hunter Phelps,Mccoymouth,Michael Ortega,107.95
2990,Project Management,2022-12-19,1,8,Internal,Incomplete,Sales,Specialist,Kimberly Simpson,New Robertmouth,Logan Nelson,596.44
1534,Customer Service,2023-09-30,1,8,Internal,Incomplete,HR,Specialist,Susan Hamilton,Davidfurt,Jack Moore,273.66
2960,Power BI,2023-06-02,3,24,Internal,Passed,IT,Manager,Lori Arnold,West Marktown,Laura Perez,864.11
1137,Technical Skills,2022-10-25,2,16,External,Passed,IT,Representative,Alexis Woods,Alfredton,Samantha Cooley,667.31
1017,Email Management,2022-10-10,4,32,External,Completed,Marketing,Analyst,Ashley Holden,South Bethany,Mr. Manuel Lopez Jr.,684.82
1252,Data Visualization Training,2023-07-15,3,24,External,Completed,IT,Engineer,Christian Evans,Leetown,Richard Woods,732.57
2513,Conflict Management,2022-12-03,3,24,Internal,Failed,HR,Engineer,Michael Mann Jr.,Rollinsfurt,Tiffany Guerrero,455.79
2198,Customer Service,2022-12-21,2,16,External,Incomplete,IT,Representative,Jennifer Pierce,Stuartton,Michael Hernandez DVM,444.56
2463,Advanced Presentation Skills,2023-04-12,4,32,Internal,Passed,Marketing,Engineer,Jay Briggs,West Amanda,Andrew Strong,271.74
1008,"Work,Health & Safety",2023-02-20,4,32,External,Failed,Operations,Representative,Nathan Hawkins,South Summerberg,Ashley Taylor,336.47
2684,Development,2023-04-15,3,24,External,Passed,IT,Engineer,Ashley Hansen,Bishopstad,Alexandra Clark,267.57
1526,Product Training,2023-09-02,2,16,Internal,Completed,Operations,Specialist,Joshua Clark,Port Chris,Sarah Nelson,891.4
2145,Leadership Development,2022-11-06,1,8,Internal,Passed,Finance,Specialist,Patrick Evans,Samuelchester,Jade Ramsey,198.05
2630,Customer Service,2023-01-22,5,40,Internal,Completed,IT,Analyst,Jeffrey Warren,East Deborahburgh,Joseph Turner,952.47
1766,Technical Skills,2023-01-23,2,16,External,Incomplete,Marketing,Engineer,Kelly Watson,New Alicia,Elijah Stanley,361.19
2001,Project Management,2022-10-12,3,24,External,Failed,HR,Specialist,Valerie Pearson,West Meghan,James Ortega,923.94
1868,Email Management,2023-03-15,2,16,Internal,Failed,Sales,Specialist,Tanya Hart,Port Jamesview,Brady Cox,549.52
2855,Advanced Presentation Skills,2022-11-26,1,8,External,Completed,IT,Manager,Erin Gray,South Nathanmouth,James Martinez,507.55
1527,Technical Skills,2023-09-29,1,8,Internal,Passed,Operations,Representative,Robert Nunez,West Rodney,Christopher Lewis,452.5
1366,Leadership Development,2023-08-11,4,32,Internal,Passed,Sales,Engineer,Jason Sanders,Carrollburgh,Katherine Johnson,284.87
2727,Power BI,2023-01-07,1,8,Internal,Passed,Operations,Specialist,Amy Miles,Lindsayport,David Estrada,734.55
2810,"Work,Health & Safety",2023-05-18,1,8,Internal,Failed,Marketing,Engineer,Daniel Hernandez,North Adam,Patrick Pearson,208.63
1401,Product Training,2023-05-27,3,24,External,Completed,Operations,Analyst,Katie Watson,Kevinside,Stacy Thompson,111.8
2663,Power BI,2022-12-08,2,16,Internal,Failed,Operations,Analyst,Cassandra Wagner,South Cody,Caleb Martinez,202.22
1064,"Work,Health & Safety",2022-12-25,5,40,Internal,Completed,Sales,Specialist,Shelby Smith,Monicachester,Sabrina Neal,500.31
1348,Email Management,2023-08-15,1,8,External,Incomplete,IT,Specialist,Shirley Montoya,Port Marthaburgh,Jennifer Ramirez,419.86
1441,Development,2022-11-09,3,24,External,Passed,HR,Manager,Jimmy Hancock,Joshuamouth,Dr. Nicole Cuevas,322.55
1478,Email Management,2023-08-22,4,32,External,Completed,Operations,Specialist,Laura Goodwin,North Meganfort,Matthew Lane,422.81
2574,Advanced Presentation Skills,2023-07-20,4,32,Internal,Passed,Finance,Engineer,Anthony Wright,Port Kaitlynland,Gwendolyn Foster,422.0
2981,Advanced Presentation Skills,2023-06-29,4,32,External,Incomplete,HR,Engineer,Daniel Prince,Cheyennechester,Linda Wilson MD,350.86
2691,Communication Skills,2023-09-14,5,40,Internal,Incomplete,Marketing,Analyst,Brianna Smith,Combsview,Nancy Edwards,285.71
